STRUCTURE,STRUCTURE_ID,freq: Time frequency,unit: Unit of measure,iscedf13: ISCED Fields of education and training (ISCED-F 2013),isced11: International Standard Classification of Education (ISCED 2011),sex: Sex,geo: Geopolitical entity (reporting),TIME_PERIOD: Time,OBS_VALUE: Observation value,OBS_FLAG: Observation status (Flag) V2 structure,CONF_STATUS: Confidentiality status (flag)
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2015,56537,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2016,54838,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2017,52690,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2018,50278,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2019,48187,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2020,45339,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2021,44253,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2022,41258,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,M: Males,IT: Italy,2023,42601,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2013,173763,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2014,169065,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2015,151235,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2016,147442,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2017,139849,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2018,133600,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2019,127812,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2020,121116,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2021,118975,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2022,113018,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED7: Master's or equivalent level,T: Total,IT: Italy,2023,117285,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2013,1371,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2014,1331,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2019,1106,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2020,1138,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2021,1151,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2022,1267,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,F: Females,IT: Italy,2023,1362,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2013,1283,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2014,1234,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2019,1041,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2020,1072,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2021,1121,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2022,1213,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,M: Males,IT: Italy,2023,1233,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2013,2654,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2014,2565,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2019,2147,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2020,2210,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2021,2272,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2022,2480,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,F042: Law,ED8: Doctoral or equivalent level,T: Total,IT: Italy,2023,2595,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2013,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,F: Females,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2013,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,M: Males,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2013,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2014,,m: missing value; data cannot exist,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5: Short-cycle tertiary education,T: Total,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2013,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2014,89479,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),F: Females,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2013,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2014,94409,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),M: Males,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2014,183888,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2015,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2016,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2017,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2018,,d: definition differs (see metadata),
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED5-8: Tertiary education (levels 5-8),T: Total,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2013,69722,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2014,66460,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2015,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2019,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2020,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2021,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2022,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,F: Females,IT: Italy,2023,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2013,75403,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2014,73131,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2015,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2016,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2017,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2018,0,,
dataflow,ESTAT:EDUC_UOE_ENRT03(1.0),A: Annual,NR: Number,"F048: Inter-disciplinary programmes and qualifications involving business, administration and law",ED6: Bachelor's or equivalent level,M: Males,IT: Italy,2019,0,,
